"","n0_j_bin","n0_y_bin","n0_a_bin","condition","decision","0-162.5","162.5-325","325-487.5","487.5-650"
"307","0-43.75","37.5-50","50-75",2,6,0.462365591397849,0.537634408602151,0,0
"308","0-43.75","37.5-50","50-75",2,7,0.316326530612245,0.683673469387755,0,0
"309","0-43.75","37.5-50","50-75",3,1,0,0.97752808988764,0.0224719101123595,0
"310","0-43.75","37.5-50","50-75",3,2,0,0.976190476190476,0.0238095238095238,0
"311","0-43.75","37.5-50","50-75",3,3,0,0.98780487804878,0.0121951219512195,0
"312","0-43.75","37.5-50","50-75",3,4,0,0.989473684210526,0.0105263157894737,0
"313","0-43.75","37.5-50","50-75",3,5,0,0.970873786407767,0.029126213592233,0
"314","0-43.75","37.5-50","50-75",3,6,0,0.957446808510638,0.0425531914893617,0
"315","0-43.75","37.5-50","50-75",3,7,0,0.934065934065934,0.0659340659340659,0
"316","0-43.75","37.5-50","75-100",1,1,0.418367346938776,0.581632653061224,0,0
"317","0-43.75","37.5-50","75-100",1,2,0.58695652173913,0.41304347826087,0,0
"318","0-43.75","37.5-50","75-100",1,3,0.72,0.28,0,0
"319","0-43.75","37.5-50","75-100",1,4,0.461538461538462,0.538461538461538,0,0
"320","0-43.75","37.5-50","75-100",1,5,0.5375,0.4625,0,0
"321","0-43.75","37.5-50","75-100",1,6,0.4375,0.5625,0,0
"322","0-43.75","37.5-50","75-100",1,7,0.244186046511628,0.755813953488372,0,0
"323","0-43.75","37.5-50","75-100",2,1,0.0116279069767442,0.988372093023256,0,0
"324","0-43.75","37.5-50","75-100",2,2,0.06,0.94,0,0
"325","0-43.75","37.5-50","75-100",2,3,0.0344827586206897,0.96551724137931,0,0
"326","0-43.75","37.5-50","75-100",2,4,0,1,0,0
"327","0-43.75","37.5-50","75-100",2,5,0,1,0,0
"328","0-43.75","37.5-50","75-100",2,6,0.0217391304347826,0.978260869565217,0,0
"329","0-43.75","37.5-50","75-100",2,7,0.0112359550561798,0.98876404494382,0,0
"330","0-43.75","37.5-50","75-100",3,1,0,0.414893617021277,0.585106382978723,0
"331","0-43.75","37.5-50","75-100",3,2,0,0.541666666666667,0.458333333333333,0
"332","0-43.75","37.5-50","75-100",3,3,0,0.74390243902439,0.25609756097561,0
"333","0-43.75","37.5-50","75-100",3,4,0,0.526881720430108,0.473118279569892,0
"334","0-43.75","37.5-50","75-100",3,5,0,0.548387096774194,0.451612903225806,0
"335","0-43.75","37.5-50","75-100",3,6,0,0.555555555555556,0.444444444444444,0
"336","0-43.75","37.5-50","75-100",3,7,0,0.264150943396226,0.735849056603774,0
"337","43.75-87.5","0-12.5","0-25",1,1,1,0,0,0
"338","43.75-87.5","0-12.5","0-25",1,2,1,0,0,0
"339","43.75-87.5","0-12.5","0-25",1,3,1,0,0,0
"340","43.75-87.5","0-12.5","0-25",1,4,1,0,0,0
"341","43.75-87.5","0-12.5","0-25",1,5,1,0,0,0
"342","43.75-87.5","0-12.5","0-25",1,6,1,0,0,0
"343","43.75-87.5","0-12.5","0-25",1,7,1,0,0,0
"344","43.75-87.5","0-12.5","0-25",2,1,1,0,0,0
"345","43.75-87.5","0-12.5","0-25",2,2,1,0,0,0
"346","43.75-87.5","0-12.5","0-25",2,3,1,0,0,0
"347","43.75-87.5","0-12.5","0-25",2,4,1,0,0,0
"348","43.75-87.5","0-12.5","0-25",2,5,1,0,0,0
"349","43.75-87.5","0-12.5","0-25",2,6,1,0,0,0
"350","43.75-87.5","0-12.5","0-25",2,7,1,0,0,0
"351","43.75-87.5","0-12.5","0-25",3,1,0.675213675213675,0.324786324786325,0,0
"352","43.75-87.5","0-12.5","0-25",3,2,0.748898678414097,0.251101321585903,0,0
"353","43.75-87.5","0-12.5","0-25",3,3,0.707317073170732,0.292682926829268,0,0
"354","43.75-87.5","0-12.5","0-25",3,4,0.795180722891566,0.204819277108434,0,0
"355","43.75-87.5","0-12.5","0-25",3,5,0.808035714285714,0.191964285714286,0,0
"356","43.75-87.5","0-12.5","0-25",3,6,0.782978723404255,0.217021276595745,0,0
"357","43.75-87.5","0-12.5","0-25",3,7,0.755760368663594,0.244239631336406,0,0
"358","43.75-87.5","0-12.5","25-50",1,1,1,0,0,0
"359","43.75-87.5","0-12.5","25-50",1,2,1,0,0,0
"360","43.75-87.5","0-12.5","25-50",1,3,1,0,0,0
"361","43.75-87.5","0-12.5","25-50",1,4,1,0,0,0
"362","43.75-87.5","0-12.5","25-50",1,5,1,0,0,0
"363","43.75-87.5","0-12.5","25-50",1,6,1,0,0,0
"364","43.75-87.5","0-12.5","25-50",1,7,1,0,0,0
"365","43.75-87.5","0-12.5","25-50",2,1,1,0,0,0
"366","43.75-87.5","0-12.5","25-50",2,2,1,0,0,0
"367","43.75-87.5","0-12.5","25-50",2,3,1,0,0,0
"368","43.75-87.5","0-12.5","25-50",2,4,0.995391705069124,0.00460829493087558,0,0
"369","43.75-87.5","0-12.5","25-50",2,5,1,0,0,0
"370","43.75-87.5","0-12.5","25-50",2,6,1,0,0,0
"371","43.75-87.5","0-12.5","25-50",2,7,0.995575221238938,0.00442477876106195,0,0
"372","43.75-87.5","0-12.5","25-50",3,1,0.101851851851852,0.898148148148148,0,0
"373","43.75-87.5","0-12.5","25-50",3,2,0.12807881773399,0.87192118226601,0,0
"374","43.75-87.5","0-12.5","25-50",3,3,0.180094786729858,0.819905213270142,0,0
"375","43.75-87.5","0-12.5","25-50",3,4,0.116883116883117,0.883116883116883,0,0
"376","43.75-87.5","0-12.5","25-50",3,5,0.103286384976526,0.896713615023474,0,0
"377","43.75-87.5","0-12.5","25-50",3,6,0.144736842105263,0.855263157894737,0,0
"378","43.75-87.5","0-12.5","25-50",3,7,0.07981220657277,0.92018779342723,0,0
"379","43.75-87.5","0-12.5","50-75",1,1,1,0,0,0
"380","43.75-87.5","0-12.5","50-75",1,2,1,0,0,0
"381","43.75-87.5","0-12.5","50-75",1,3,1,0,0,0
"382","43.75-87.5","0-12.5","50-75",1,4,1,0,0,0
"383","43.75-87.5","0-12.5","50-75",1,5,0.995884773662551,0.00411522633744856,0,0
"384","43.75-87.5","0-12.5","50-75",1,6,1,0,0,0
"385","43.75-87.5","0-12.5","50-75",1,7,1,0,0,0
"386","43.75-87.5","0-12.5","50-75",2,1,0.793577981651376,0.206422018348624,0,0
"387","43.75-87.5","0-12.5","50-75",2,2,0.862385321100917,0.137614678899083,0,0
"388","43.75-87.5","0-12.5","50-75",2,3,0.915094339622642,0.0849056603773585,0,0
"389","43.75-87.5","0-12.5","50-75",2,4,0.815789473684211,0.184210526315789,0,0
"390","43.75-87.5","0-12.5","50-75",2,5,0.8,0.2,0,0
"391","43.75-87.5","0-12.5","50-75",2,6,0.775700934579439,0.224299065420561,0,0
"392","43.75-87.5","0-12.5","50-75",2,7,0.63963963963964,0.36036036036036,0,0
"393","43.75-87.5","0-12.5","50-75",3,1,0,0.977973568281938,0.0220264317180617,0
"394","43.75-87.5","0-12.5","50-75",3,2,0,1,0,0
"395","43.75-87.5","0-12.5","50-75",3,3,0,0.995495495495496,0.0045045045045045,0
"396","43.75-87.5","0-12.5","50-75",3,4,0,0.990338164251208,0.00966183574879227,0
"397","43.75-87.5","0-12.5","50-75",3,5,0,0.989690721649485,0.0103092783505155,0
"398","43.75-87.5","0-12.5","50-75",3,6,0,0.99537037037037,0.00462962962962963,0
"399","43.75-87.5","0-12.5","50-75",3,7,0,0.983673469387755,0.0163265306122449,0
"400","43.75-87.5","0-12.5","75-100",1,1,0.76056338028169,0.23943661971831,0,0
"401","43.75-87.5","0-12.5","75-100",1,2,0.885964912280702,0.114035087719298,0,0
"402","43.75-87.5","0-12.5","75-100",1,3,0.947115384615385,0.0528846153846154,0,0
"403","43.75-87.5","0-12.5","75-100",1,4,0.82648401826484,0.17351598173516,0,0
"404","43.75-87.5","0-12.5","75-100",1,5,0.753424657534247,0.246575342465753,0,0
"405","43.75-87.5","0-12.5","75-100",1,6,0.773755656108597,0.226244343891403,0,0
"406","43.75-87.5","0-12.5","75-100",1,7,0.643835616438356,0.356164383561644,0,0
"407","43.75-87.5","0-12.5","75-100",2,1,0.0909090909090909,0.909090909090909,0,0
"408","43.75-87.5","0-12.5","75-100",2,2,0.117647058823529,0.882352941176471,0,0
"409","43.75-87.5","0-12.5","75-100",2,3,0.351111111111111,0.648888888888889,0,0
"410","43.75-87.5","0-12.5","75-100",2,4,0.151832460732984,0.848167539267016,0,0
"411","43.75-87.5","0-12.5","75-100",2,5,0.0976744186046512,0.902325581395349,0,0
"412","43.75-87.5","0-12.5","75-100",2,6,0.0673076923076923,0.932692307692308,0,0
"413","43.75-87.5","0-12.5","75-100",2,7,0.0673076923076923,0.932692307692308,0,0
"414","43.75-87.5","0-12.5","75-100",3,1,0,0.633165829145729,0.366834170854271,0
"415","43.75-87.5","0-12.5","75-100",3,2,0,0.781818181818182,0.218181818181818,0
"416","43.75-87.5","0-12.5","75-100",3,3,0,0.84331797235023,0.15668202764977,0
"417","43.75-87.5","0-12.5","75-100",3,4,0,0.811320754716981,0.188679245283019,0
"418","43.75-87.5","0-12.5","75-100",3,5,0,0.748717948717949,0.251282051282051,0
"419","43.75-87.5","0-12.5","75-100",3,6,0,0.739130434782609,0.260869565217391,0
"420","43.75-87.5","0-12.5","75-100",3,7,0,0.585492227979275,0.414507772020725,0
"421","43.75-87.5","12.5-25","0-25",1,1,1,0,0,0
"422","43.75-87.5","12.5-25","0-25",1,2,1,0,0,0
"423","43.75-87.5","12.5-25","0-25",1,3,1,0,0,0
"424","43.75-87.5","12.5-25","0-25",1,4,1,0,0,0
"425","43.75-87.5","12.5-25","0-25",1,5,1,0,0,0
"426","43.75-87.5","12.5-25","0-25",1,6,1,0,0,0
"427","43.75-87.5","12.5-25","0-25",1,7,1,0,0,0
"428","43.75-87.5","12.5-25","0-25",2,1,1,0,0,0
"429","43.75-87.5","12.5-25","0-25",2,2,1,0,0,0
"430","43.75-87.5","12.5-25","0-25",2,3,1,0,0,0
"431","43.75-87.5","12.5-25","0-25",2,4,1,0,0,0
"432","43.75-87.5","12.5-25","0-25",2,5,1,0,0,0
"433","43.75-87.5","12.5-25","0-25",2,6,1,0,0,0
"434","43.75-87.5","12.5-25","0-25",2,7,1,0,0,0
"435","43.75-87.5","12.5-25","0-25",3,1,0.397540983606557,0.602459016393443,0,0
"436","43.75-87.5","12.5-25","0-25",3,2,0.43778801843318,0.56221198156682,0,0
"437","43.75-87.5","12.5-25","0-25",3,3,0.416666666666667,0.583333333333333,0,0
"438","43.75-87.5","12.5-25","0-25",3,4,0.443946188340807,0.556053811659193,0,0
"439","43.75-87.5","12.5-25","0-25",3,5,0.484162895927602,0.515837104072398,0,0
"440","43.75-87.5","12.5-25","0-25",3,6,0.440528634361233,0.559471365638767,0,0
"441","43.75-87.5","12.5-25","0-25",3,7,0.348739495798319,0.651260504201681,0,0
"442","43.75-87.5","12.5-25","25-50",1,1,1,0,0,0
"443","43.75-87.5","12.5-25","25-50",1,2,1,0,0,0
"444","43.75-87.5","12.5-25","25-50",1,3,1,0,0,0
"445","43.75-87.5","12.5-25","25-50",1,4,1,0,0,0
"446","43.75-87.5","12.5-25","25-50",1,5,1,0,0,0
"447","43.75-87.5","12.5-25","25-50",1,6,1,0,0,0
"448","43.75-87.5","12.5-25","25-50",1,7,1,0,0,0
"449","43.75-87.5","12.5-25","25-50",2,1,0.995762711864407,0.00423728813559322,0,0
"450","43.75-87.5","12.5-25","25-50",2,2,0.991803278688525,0.00819672131147541,0,0
"451","43.75-87.5","12.5-25","25-50",2,3,1,0,0,0
"452","43.75-87.5","12.5-25","25-50",2,4,1,0,0,0
"453","43.75-87.5","12.5-25","25-50",2,5,0.995762711864407,0.00423728813559322,0,0
"454","43.75-87.5","12.5-25","25-50",2,6,0.990740740740741,0.00925925925925926,0,0
"455","43.75-87.5","12.5-25","25-50",2,7,0.987068965517241,0.0129310344827586,0,0
"456","43.75-87.5","12.5-25","25-50",3,1,0.0136986301369863,0.986301369863014,0,0
"457","43.75-87.5","12.5-25","25-50",3,2,0.018957345971564,0.981042654028436,0,0
"458","43.75-87.5","12.5-25","25-50",3,3,0.0442477876106195,0.955752212389381,0,0
"459","43.75-87.5","12.5-25","25-50",3,4,0.024390243902439,0.975609756097561,0,0
"460","43.75-87.5","12.5-25","25-50",3,5,0.0241935483870968,0.975806451612903,0,0
"461","43.75-87.5","12.5-25","25-50",3,6,0.00956937799043062,0.990430622009569,0,0
"462","43.75-87.5","12.5-25","25-50",3,7,0.0137614678899083,0.986238532110092,0,0
"463","43.75-87.5","12.5-25","50-75",1,1,1,0,0,0
"464","43.75-87.5","12.5-25","50-75",1,2,0.995475113122172,0.00452488687782805,0,0
"465","43.75-87.5","12.5-25","50-75",1,3,1,0,0,0
"466","43.75-87.5","12.5-25","50-75",1,4,1,0,0,0
"467","43.75-87.5","12.5-25","50-75",1,5,0.995934959349594,0.0040650406504065,0,0
"468","43.75-87.5","12.5-25","50-75",1,6,1,0,0,0
"469","43.75-87.5","12.5-25","50-75",1,7,0.990783410138249,0.00921658986175115,0,0
"470","43.75-87.5","12.5-25","50-75",2,1,0.537444933920705,0.462555066079295,0,0
"471","43.75-87.5","12.5-25","50-75",2,2,0.637614678899083,0.362385321100917,0,0
"472","43.75-87.5","12.5-25","50-75",2,3,0.746478873239437,0.253521126760563,0,0
"473","43.75-87.5","12.5-25","50-75",2,4,0.606060606060606,0.393939393939394,0,0
"474","43.75-87.5","12.5-25","50-75",2,5,0.697560975609756,0.302439024390244,0,0
"475","43.75-87.5","12.5-25","50-75",2,6,0.653508771929825,0.346491228070175,0,0
"476","43.75-87.5","12.5-25","50-75",2,7,0.473214285714286,0.526785714285714,0,0
"477","43.75-87.5","12.5-25","50-75",3,1,0,0.930041152263374,0.0699588477366255,0
"478","43.75-87.5","12.5-25","50-75",3,2,0,0.969298245614035,0.0307017543859649,0
"479","43.75-87.5","12.5-25","50-75",3,3,0,0.955947136563877,0.0440528634361234,0
"480","43.75-87.5","12.5-25","50-75",3,4,0,0.931914893617021,0.0680851063829787,0
"481","43.75-87.5","12.5-25","50-75",3,5,0,0.933884297520661,0.0661157024793388,0
"482","43.75-87.5","12.5-25","50-75",3,6,0,0.921052631578947,0.0789473684210526,0
"483","43.75-87.5","12.5-25","50-75",3,7,0,0.834710743801653,0.165289256198347,0
"484","43.75-87.5","12.5-25","75-100",1,1,0.670940170940171,0.329059829059829,0,0
"485","43.75-87.5","12.5-25","75-100",1,2,0.812785388127854,0.187214611872146,0,0
"486","43.75-87.5","12.5-25","75-100",1,3,0.871287128712871,0.128712871287129,0,0
"487","43.75-87.5","12.5-25","75-100",1,4,0.652892561983471,0.347107438016529,0,0
"488","43.75-87.5","12.5-25","75-100",1,5,0.654708520179372,0.345291479820628,0,0
"489","43.75-87.5","12.5-25","75-100",1,6,0.656521739130435,0.343478260869565,0,0
"490","43.75-87.5","12.5-25","75-100",1,7,0.439655172413793,0.560344827586207,0,0
"491","43.75-87.5","12.5-25","75-100",2,1,0.029126213592233,0.970873786407767,0,0
"492","43.75-87.5","12.5-25","75-100",2,2,0.0533980582524272,0.946601941747573,0,0
"493","43.75-87.5","12.5-25","75-100",2,3,0.110132158590308,0.889867841409692,0,0
"494","43.75-87.5","12.5-25","75-100",2,4,0.0232558139534884,0.976744186046512,0,0
"495","43.75-87.5","12.5-25","75-100",2,5,0.023696682464455,0.976303317535545,0,0
"496","43.75-87.5","12.5-25","75-100",2,6,0.0276497695852535,0.972350230414747,0,0
"497","43.75-87.5","12.5-25","75-100",2,7,0.0166666666666667,0.983333333333333,0,0
"498","43.75-87.5","12.5-25","75-100",3,1,0,0.429824561403509,0.570175438596491,0
"499","43.75-87.5","12.5-25","75-100",3,2,0,0.582159624413146,0.417840375586854,0
"500","43.75-87.5","12.5-25","75-100",3,3,0,0.591304347826087,0.408695652173913,0
"501","43.75-87.5","12.5-25","75-100",3,4,0,0.482758620689655,0.517241379310345,0
"502","43.75-87.5","12.5-25","75-100",3,5,0,0.497652582159624,0.502347417840376,0
"503","43.75-87.5","12.5-25","75-100",3,6,0,0.442148760330579,0.557851239669422,0
"504","43.75-87.5","12.5-25","75-100",3,7,0,0.306306306306306,0.693693693693694,0
"505","43.75-87.5","25-37.5","0-25",1,1,1,0,0,0
"506","43.75-87.5","25-37.5","0-25",1,2,1,0,0,0
"507","43.75-87.5","25-37.5","0-25",1,3,1,0,0,0
"508","43.75-87.5","25-37.5","0-25",1,4,1,0,0,0
"509","43.75-87.5","25-37.5","0-25",1,5,1,0,0,0
"510","43.75-87.5","25-37.5","0-25",1,6,1,0,0,0
"511","43.75-87.5","25-37.5","0-25",1,7,1,0,0,0
"512","43.75-87.5","25-37.5","0-25",2,1,1,0,0,0
"513","43.75-87.5","25-37.5","0-25",2,2,1,0,0,0
"514","43.75-87.5","25-37.5","0-25",2,3,1,0,0,0
"515","43.75-87.5","25-37.5","0-25",2,4,1,0,0,0
"516","43.75-87.5","25-37.5","0-25",2,5,1,0,0,0
"517","43.75-87.5","25-37.5","0-25",2,6,1,0,0,0
"518","43.75-87.5","25-37.5","0-25",2,7,1,0,0,0
"519","43.75-87.5","25-37.5","0-25",3,1,0.118773946360153,0.881226053639847,0,0
"520","43.75-87.5","25-37.5","0-25",3,2,0.103734439834025,0.896265560165975,0,0
"521","43.75-87.5","25-37.5","0-25",3,3,0.147619047619048,0.852380952380952,0,0
"522","43.75-87.5","25-37.5","0-25",3,4,0.221105527638191,0.778894472361809,0,0
"523","43.75-87.5","25-37.5","0-25",3,5,0.197916666666667,0.802083333333333,0,0
"524","43.75-87.5","25-37.5","0-25",3,6,0.211711711711712,0.788288288288288,0,0
"525","43.75-87.5","25-37.5","0-25",3,7,0.186046511627907,0.813953488372093,0,0
"526","43.75-87.5","25-37.5","25-50",1,1,1,0,0,0
"527","43.75-87.5","25-37.5","25-50",1,2,1,0,0,0
"528","43.75-87.5","25-37.5","25-50",1,3,1,0,0,0
"529","43.75-87.5","25-37.5","25-50",1,4,1,0,0,0
"530","43.75-87.5","25-37.5","25-50",1,5,1,0,0,0
"531","43.75-87.5","25-37.5","25-50",1,6,1,0,0,0
"532","43.75-87.5","25-37.5","25-50",1,7,1,0,0,0
"533","43.75-87.5","25-37.5","25-50",2,1,0.995348837209302,0.00465116279069767,0,0
"534","43.75-87.5","25-37.5","25-50",2,2,0.974789915966387,0.0252100840336134,0,0
"535","43.75-87.5","25-37.5","25-50",2,3,0.984042553191489,0.0159574468085106,0,0
"536","43.75-87.5","25-37.5","25-50",2,4,0.971544715447154,0.0284552845528455,0,0
"537","43.75-87.5","25-37.5","25-50",2,5,0.96551724137931,0.0344827586206897,0,0
"538","43.75-87.5","25-37.5","25-50",2,6,0.977653631284916,0.0223463687150838,0,0
"539","43.75-87.5","25-37.5","25-50",2,7,0.937759336099585,0.0622406639004149,0,0
"540","43.75-87.5","25-37.5","25-50",3,1,0,0.990521327014218,0.00947867298578199,0
"541","43.75-87.5","25-37.5","25-50",3,2,0,0.995098039215686,0.00490196078431373,0
"542","43.75-87.5","25-37.5","25-50",3,3,0,1,0,0
"543","43.75-87.5","25-37.5","25-50",3,4,0.00436681222707424,0.991266375545852,0.00436681222707424,0
"544","43.75-87.5","25-37.5","25-50",3,5,0,1,0,0
"545","43.75-87.5","25-37.5","25-50",3,6,0,0.995867768595041,0.00413223140495868,0
"546","43.75-87.5","25-37.5","25-50",3,7,0,0.988636363636364,0.0113636363636364,0
"547","43.75-87.5","25-37.5","50-75",1,1,1,0,0,0
"548","43.75-87.5","25-37.5","50-75",1,2,0.995049504950495,0.00495049504950495,0,0
"549","43.75-87.5","25-37.5","50-75",1,3,1,0,0,0
"550","43.75-87.5","25-37.5","50-75",1,4,0.994535519125683,0.00546448087431694,0,0
"551","43.75-87.5","25-37.5","50-75",1,5,1,0,0,0
"552","43.75-87.5","25-37.5","50-75",1,6,1,0,0,0
"553","43.75-87.5","25-37.5","50-75",1,7,0.968085106382979,0.0319148936170213,0,0
"554","43.75-87.5","25-37.5","50-75",2,1,0.315270935960591,0.684729064039409,0,0
"555","43.75-87.5","25-37.5","50-75",2,2,0.379310344827586,0.620689655172414,0,0
"556","43.75-87.5","25-37.5","50-75",2,3,0.619047619047619,0.380952380952381,0,0
"557","43.75-87.5","25-37.5","50-75",2,4,0.431472081218274,0.568527918781726,0,0
"558","43.75-87.5","25-37.5","50-75",2,5,0.351485148514851,0.648514851485149,0,0
"559","43.75-87.5","25-37.5","50-75",2,6,0.375,0.625,0,0
"560","43.75-87.5","25-37.5","50-75",2,7,0.230769230769231,0.769230769230769,0,0
"561","43.75-87.5","25-37.5","50-75",3,1,0,0.718446601941748,0.281553398058252,0
"562","43.75-87.5","25-37.5","50-75",3,2,0,0.798029556650246,0.201970443349754,0
"563","43.75-87.5","25-37.5","50-75",3,3,0,0.862222222222222,0.137777777777778,0
"564","43.75-87.5","25-37.5","50-75",3,4,0,0.815384615384615,0.184615384615385,0
"565","43.75-87.5","25-37.5","50-75",3,5,0,0.821428571428571,0.178571428571429,0
"566","43.75-87.5","25-37.5","50-75",3,6,0,0.789473684210526,0.210526315789474,0
"567","43.75-87.5","25-37.5","50-75",3,7,0,0.653465346534653,0.346534653465347,0
"568","43.75-87.5","25-37.5","75-100",1,1,0.517241379310345,0.482758620689655,0,0
"569","43.75-87.5","25-37.5","75-100",1,2,0.621004566210046,0.378995433789954,0,0
"570","43.75-87.5","25-37.5","75-100",1,3,0.763285024154589,0.236714975845411,0,0
"571","43.75-87.5","25-37.5","75-100",1,4,0.527196652719665,0.472803347280335,0,0
"572","43.75-87.5","25-37.5","75-100",1,5,0.527638190954774,0.472361809045226,0,0
"573","43.75-87.5","25-37.5","75-100",1,6,0.476851851851852,0.523148148148148,0,0
